id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23921294,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2.5 baths,162161772,Dave & Stephanie,,28806,35.57769,-82.58145,Entire home/apt,209,30,24,2022-10-31,0.46,5,234,0,
23935850,Home in Asheville · ★4.79 · 2 bedrooms · 2 beds · 1 bath,179941669,Adam,,28801,35.59089,-82.54633,Entire home/apt,225,2,102,2023-07-31,1.47,1,75,6,
23978319,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,6262856,Lili,,28801,35.61242,-82.55195,Entire home/apt,,3,99,2020-10-25,1.45,1,0,0,
24056179,Home in Asheville · ★4.87 · 2 bedrooms · 2 beds · 1 bath,181096695,Jessica,,28804,35.62672,-82.57923,Entire home/apt,152,1,167,2023-11-26,2.42,1,346,28,
24080389,Guest suite in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,76641431,Stephanie,,28806,35.58686,-82.57331,Entire home/apt,105,1,271,2023-11-25,3.90,2,176,16,
24098735,Rental unit in Asheville · ★4.99 · 1 bedroom · 2 beds · 1 bath,181480147,Andrew,,28801,35.59751,-82.55339,Entire home/apt,292,1,259,2023-12-17,3.83,6,313,60,
24117606,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,181660259,Angèle,,28803,35.53134,-82.51661,Private room,72,2,53,2023-11-14,0.94,1,269,10,
24196245,Guest suite in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,53922056,Katherine,,28805,35.60375,-82.5325,Entire home/apt,113,28,102,2023-04-29,1.72,1,251,1,
24222452,Bungalow in Woodfin · ★4.92 · 2 bedrooms · 2 beds · 1 bath,35012995,Ben,,28801,35.60951,-82.56003,Entire home/apt,162,1,164,2023-12-03,2.54,2,0,49,
24280176,Guest suite in Fletcher · ★4.97 · 2 bedrooms · 2 beds · 1 bath,53463254,Caroline,,28732,35.48539,-82.4745,Entire home/apt,96,1,332,2023-11-26,5.23,1,0,48,
24287936,Guest suite in Arden · ★5.0 · 1 bedroom · 1 bed · 1 private bath,27689181,David,,28704,35.46393,-82.50925,Private room,90,2,47,2023-10-23,0.74,1,352,3,
24306486,Home in Asheville · ★4.98 · 3 bedrooms · 3 beds · 1 bath,167429334,Melissa,,28803,35.55266,-82.50554,Entire home/apt,234,2,391,2023-12-03,5.74,1,0,68,
24312963,Rental unit in Woodfin · ★4.71 · 1 bedroom · 1 bed · 1 bath,179393643,Shaun,,28804,35.63781,-82.57578,Entire home/apt,81,2,63,2023-04-10,0.92,3,357,2,
24327916,Home in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 private bath,59215839,Julie,,28806,35.57823,-82.6048,Private room,,2,49,2022-05-30,0.71,2,0,0,
24347730,Condo in Asheville · ★4.98 · 2 bedrooms · 2 beds · 2 baths,183715171,David,,28801,35.59848,-82.55506,Entire home/apt,300,2,167,2023-12-03,2.43,1,56,13,
24375145,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,183956684,Inga,,28806,35.51295,-82.61284,Entire home/apt,,2,76,2021-03-28,1.11,1,0,0,
24387676,Boutique hotel in Asheville · ★4.63 · 1 bedroom · 2 beds · 1 private bath,184069772,Paul,,28803,35.55592,-82.51901,Hotel room,84,1,89,2023-07-01,1.32,5,343,4,
24396068,Cottage in Asheville · ★4.98 · 2 bedrooms · 3 beds · 1 bath,23042006,Kathy,,28805,35.6012,-82.48225,Entire home/apt,138,2,335,2023-11-25,4.90,1,169,40,
24428641,Cottage in Asheville · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,5305183,Leesa And Todd,,28805,35.6112,-82.5279,Entire home/apt,425,2,144,2023-12-03,2.10,1,127,27,
24445744,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,49781652,Cory,,28806,35.58433,-82.5702,Entire home/apt,123,2,141,2023-11-22,2.05,1,227,63,
24476866,Loft in Asheville · ★4.98 · 1 bedroom · 3 beds · 1 bath,9018243,Chad,,28806,35.5671,-82.5976,Entire home/apt,91,2,366,2023-12-04,5.39,1,0,64,
24492331,Home in Asheville · 5 bedrooms · 5 beds · 3.5 baths,76545940,Hilary,,28801,35.60084,-82.56102,Entire home/apt,250,30,1,2020-12-01,0.03,2,363,0,
24493492,Home in Asheville · ★4.98 · 2 bedrooms · 3 beds · 1 shared bath,178613839,Liz,,28801,35.61234,-82.54876,Private room,95,1,143,2023-11-12,2.10,1,0,24,
24520534,Rental unit in Asheville · ★4.83 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59099,-82.5496,Private room,55,1,158,2023-11-05,2.31,9,312,21,
24540122,Guest suite in Asheville · ★4.94 · 1 bedroom · 2 beds · 2 baths,24703960,Laura,,28806,35.5843,-82.5738,Entire home/apt,103,3,414,2023-12-11,6.08,2,0,40,
24594949,Rental unit in Asheville · ★4.96 · Studio · 2 beds · 1 bath,12920851,Terry,,28801,35.60709,-82.57467,Entire home/apt,121,3,224,2023-05-01,3.27,1,64,8,
24605088,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 private bath,3028199,Florencia,,28803,35.56048,-82.50524,Private room,62,1,1000,2023-12-09,14.56,5,0,161,
24697002,Campsite in Asheville · ★4.83 · 1 bed · 0 baths,151279507,Bobby And Amanda,,28806,35.61292,-82.60375,Entire home/apt,20,1,54,2022-07-04,0.79,19,180,0,
24752561,Rental unit in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,187138225,Annika,,28801,35.60398,-82.55134,Entire home/apt,196,2,101,2023-12-15,1.64,1,349,28,
24766296,Home in Arden · ★4.78 · 3 bedrooms · 3 beds · 2 baths,65408548,Karl,,28704,35.46924,-82.49973,Entire home/apt,164,1,95,2023-12-03,1.50,5,1,5,
24797144,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,187473767,Drew And Caroline,,28803,35.49012,-82.52989,Entire home/apt,117,1,419,2023-12-16,6.18,1,256,46,
24817711,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,26376755,Matt,,28804,35.62153,-82.55752,Entire home/apt,136,1,439,2023-12-11,6.90,1,0,93,
24834700,Home in Asheville · ★4.84 · 4 bedrooms · 5 beds · 3 baths,187677035,Margaret + Dan,,28805,35.61738,-82.52434,Entire home/apt,362,2,210,2023-11-25,3.11,2,289,24,
24852463,Home in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 private bath,554888,Ashton,,28806,35.57335,-82.62548,Private room,,2,128,2023-10-24,1.90,1,0,6,
24872184,Rental unit in Woodfin · ★4.84 · 1 bedroom · 1 bed · 1 bath,179393643,Shaun,,28804,35.63866,-82.57659,Entire home/apt,108,2,56,2023-10-23,0.83,3,307,4,
24873765,Home in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,188042457,Chad,,28805,35.59834,-82.50251,Private room,89,1,22,2023-11-11,0.32,2,89,3,
24882481,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 2 baths,72386853,Brigitte,,28806,35.58966,-82.61718,Entire home/apt,191,28,10,2022-11-30,0.15,1,100,0,
24885757,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 private bath,10965363,Laurie & Kevin,,28806,35.58496,-82.5756,Private room,65,1,157,2023-11-21,2.31,1,0,17,
24894370,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,73387032,Laura,,28801,35.58978,-82.54795,Private room,122,2,290,2023-12-03,4.27,1,0,37,
24895256,Bed and breakfast in Asheville · ★4.89 · 1 bedroom · 2 beds · 1 private bath,3736218,Mary,,28801,35.57481,-82.55725,Private room,229,2,9,2023-07-09,0.20,7,341,1,
24907910,Rental unit in Asheville · ★4.76 · 2 bedrooms · 2 beds · 1 bath,184575448,Alex,,28804,35.63959,-82.57379,Entire home/apt,,2,33,2020-08-17,0.49,1,0,0,
24916446,Guest suite in Asheville · ★4.83 · 1 bedroom · 2 beds · 1 bath,739976,Joy,,28806,35.56944274902344,-82.57366943359375,Entire home/apt,107,1,303,2023-12-03,4.45,1,0,47,
24942698,Home in Asheville · ★4.93 · 3 bedrooms · 4 beds · 2.5 baths,4213932,Jonathan And Krystal,,28803,35.55398,-82.47703,Entire home/apt,145,3,137,2023-12-03,2.02,1,224,23,
24945996,Guesthouse in Avery Creek · ★4.99 · 1 bedroom · 1 bed · 1 bath,58199532,Laura,,28704,35.45364,-82.56957,Entire home/apt,81,2,276,2023-11-22,4.07,1,262,35,
24984793,Home in Asheville · ★4.79 · 1 bedroom · 1 bed · 1 bath,14891775,Eliza,,28804,35.61682,-82.56313,Entire home/apt,84,2,96,2023-09-04,1.41,3,166,17,
25013010,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,7150495,Wren,,28801,35.60355,-82.55703,Private room,50,1,417,2023-11-30,6.24,2,170,95,
25068792,Home in Asheville · ★4.92 · 4 bedrooms · 7 beds · 2 baths,27018695,Lindsey,,28804,35.63537,-82.61624,Entire home/apt,305,2,283,2023-12-03,4.18,1,246,40,
25132222,Home in Asheville · ★4.90 · 4 bedrooms · 5 beds · 3.5 baths,20537619,Jane,,28805,35.59924,-82.48183,Entire home/apt,551,2,67,2023-11-13,1.03,4,0,5,
25135375,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,20537619,Jane,,28805,35.59889,-82.48358,Private room,175,1,4,2018-11-11,0.06,4,0,0,
25135803,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,181480147,Andrew,,28801,35.59751,-82.55339,Entire home/apt,292,1,246,2023-11-13,3.63,6,0,42,
25138871,Campsite in Asheville · ★4.83 · 1 bath,151279507,Bobby And Amanda,,28806,35.61165,-82.60518,Entire home/apt,20,1,92,2023-11-17,1.36,19,90,10,
25212461,Guest suite in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,190499734,Kelly,,28803,35.53899,-82.51315,Entire home/apt,79,2,139,2023-12-09,2.09,1,276,12,
25251626,Rental unit in Asheville · ★4.90 · 2 bedrooms · 4 beds · 1 bath,5656589,Lisa,,28804,35.62793,-82.59408,Entire home/apt,83,2,381,2023-12-10,5.64,1,332,49,
25281090,Loft in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,33738418,Eugene,,28801,35.59565,-82.55396,Entire home/apt,249,3,70,2023-12-11,1.20,1,324,16,
25322676,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 private bath,57560438,Leslie,,28806,35.589,-82.58558,Private room,68,1,337,2023-11-27,4.99,1,0,48,
25418819,Tiny home in Asheville · ★4.99 · 2 bedrooms · 2 beds · 1 bath,70881213,Megan,,28803,35.55044,-82.5042,Entire home/apt,66,2,370,2023-12-11,5.56,1,155,57,
25422541,Guest suite in Asheville · ★4.91 · 1 bedroom · 1 bed · 1 bath,191895274,Stuart,,28806,35.58101,-82.60866,Entire home/apt,102,2,127,2023-11-28,1.93,1,179,8,
25471043,Guest suite in Asheville · ★4.97 · 1 bedroom · 2 beds · 1 bath,140266471,Kat And Benji,,28801,35.60689,-82.54262,Entire home/apt,75,2,379,2023-12-17,5.81,2,0,14,
25474000,Home in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 private bath,20537619,Jane,,28805,35.59764,-82.48326,Private room,,2,9,2018-11-12,0.13,4,0,0,
25479162,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,176322619,Maxey,,28803,35.56333,-82.51022,Entire home/apt,106,2,218,2023-11-25,3.24,2,0,25,
25518066,Home in Arden · ★4.95 · 3 bedrooms · 4 beds · 1 bath,12391710,Virginia,,28704,35.47481,-82.56246,Entire home/apt,107,2,337,2023-12-17,5.04,1,0,45,
25519478,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,181480147,Andrew,,28801,35.59751,-82.55339,Entire home/apt,292,1,190,2023-12-12,2.85,6,0,29,
25519626,Rental unit in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,181480147,Andrew,,28801,35.59751,-82.55339,Entire home/apt,284,1,227,2023-12-17,3.40,6,0,46,
25577370,Home in Asheville · ★4.97 · 2 bedrooms · 2 beds · 2 baths,86592503,Elizabeth,,28806,35.56687,-82.59623,Entire home/apt,188,3,119,2023-12-01,1.79,2,0,23,
25679471,Guest suite in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,188042457,Chad,,28805,35.59821,-82.50365,Private room,89,1,115,2023-10-29,1.72,2,0,2,
25882810,Tiny home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,99911550,Mary,,28806,35.5842,-82.58704,Entire home/apt,79,2,398,2023-11-10,5.98,1,0,48,
25977047,Rental unit in Asheville · ★4.97 · 1 bedroom · 2 beds · 1 bath,29374471,Jill,,28806,35.56757,-82.59428,Entire home/apt,133,28,36,2023-11-18,0.66,1,355,4,
26038824,Rental unit in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,38149372,Arayna,,28806,35.604618072509766,-82.61146545410156,Entire home/apt,99,1,457,2023-12-17,6.86,2,0,75,
26093158,Home in Asheville · ★4.91 · 2 bedrooms · 3 beds · 2 baths,195960588,Angelique,,28803,35.57265,-82.53767,Entire home/apt,190,3,158,2023-11-14,2.38,1,0,25,
26098132,Rental unit in Asheville · ★4.84 · Studio · 2 beds · 1 bath,85626163,Lori,,28806,35.57917,-82.62144,Entire home/apt,37,1,468,2023-12-12,7.01,2,20,125,
26103338,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,7150495,Wren,,28801,35.60355,-82.55703,Private room,47,1,430,2023-11-26,6.44,2,0,91,
26129371,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,94891912,Resheda & Ralph,,28804,35.65198,-82.57256,Entire home/apt,105,2,134,2023-12-05,2.06,1,166,20,
26160335,Bed and breakfast in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,196608665,Diane,,28801,35.60405,-82.5635,Private room,281,1,14,2023-05-28,0.21,5,325,2,
26163788,Rental unit in Asheville · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59192,-82.55167,Private room,85,2,111,2023-11-10,1.67,9,348,16,
26189814,Home in Arden · 3 bedrooms · 3 beds · 1.5 baths,513285800,Jessica,,28704,35.46162,-82.57147,Entire home/apt,174,3,1,2023-10-17,0.48,1,365,1,
26190390,Cottage in Asheville · ★4.98 · 1 bedroom · 4 beds · 1 bath,196826493,Ron  And Debbie,,28804,35.62773,-82.57262,Entire home/apt,90,2,498,2023-12-17,7.47,1,273,73,
26260868,Home in Fletcher · ★4.97 · 1 bedroom · 1 bed · 1 private bath,197405706,Heather,,28732,35.43401,-82.52409,Private room,47,1,225,2023-12-03,3.42,1,75,16,
26276337,Home in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,149112188,Sharon & David,,28806,35.60685,-82.60249,Entire home/apt,160,2,382,2023-12-04,5.74,2,0,63,
26280621,Rental unit in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,10573695,Lani,,28801,35.60817,-82.56506,Entire home/apt,140,30,4,2021-09-08,0.08,3,233,0,
26281901,Cabin in Asheville · ★4.52 · 3 bedrooms · 4 beds · 1 bath,33151095,Tiff,,28804,35.62068,-82.60663,Entire home/apt,199,1,124,2023-02-27,1.86,4,165,1,
26298501,Campsite in Asheville · ★4.81 · 1 bath,151279507,Bobby And Amanda,,28806,35.61205,-82.60325,Entire home/apt,28,1,59,2023-10-14,0.89,19,180,6,
26305653,Home in Asheville · ★4.95 · 2 bedrooms · 2 beds · 2 baths,90132535,Arvin,,28806,35.58726,-82.6011,Entire home/apt,168,3,209,2023-12-03,3.15,3,252,34,
26335600,Home in Asheville · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,11399755,Jen,,28806,35.58421,-82.5974,Private room,,1,68,2020-07-04,1.04,1,0,0,
26339145,Cabin in Asheville · ★4.56 · 4 bedrooms · 6 beds · 2 baths,33151095,Tiff,,28804,35.62238,-82.60789,Entire home/apt,236,1,174,2023-11-05,2.73,4,350,22,
26357716,Rental unit in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,119705912,Janet,,28805,35.5813,-82.50087,Entire home/apt,,2,225,2021-11-28,3.46,1,0,0,
26391300,Home in Asheville · ★4.99 · Studio · 1 bed · 1 private bath,198191450,Susan,,28806,35.58389,-82.579,Private room,120,1,96,2023-04-23,1.44,1,351,1,
26397880,Home in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 private bath,12642086,Briana,,28801,35.6107,-82.57606,Private room,,2,75,2020-10-11,1.18,1,0,0,
26410860,Guesthouse in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,38944655,Kristie,,28806,35.57725,-82.64672,Entire home/apt,125,3,63,2022-09-05,0.95,2,30,0,
26454939,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,4636687,Sandra,,28715,35.5544,-82.65101,Private room,42,2,149,2023-12-09,2.27,2,354,22,
26528680,Loft in Asheville · ★4.99 · Studio · 2 beds · 1 bath,199524912,Michelle,,28806,35.64533,-82.64682,Entire home/apt,145,3,66,2023-10-22,1.02,1,0,3,
26595874,Home in Asheville · ★4.78 · 3 bedrooms · 4 beds · 2 baths,21654047,Kris,,28803,35.49013,-82.49194,Entire home/apt,241,1,164,2023-11-26,2.54,1,0,19,
26634224,Campsite in Asheville · ★4.66 · 1 bath,151279507,Bobby And Amanda,,28806,35.61154,-82.60518,Entire home/apt,20,1,76,2023-11-11,1.15,19,180,18,
26637023,Rental unit in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,200235148,Deborah,,28804,35.64107,-82.54397,Entire home/apt,62,30,16,2023-11-16,0.28,1,179,2,
26639631,Guesthouse in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,200255741,Brent & Judy,,28803,35.55378,-82.48854,Entire home/apt,102,1,166,2023-10-30,2.53,1,0,27,
26690388,Guest suite in Woodfin · ★4.98 · 1 bedroom · 1 bed · 1 bath,26002506,Michelle,,28804,35.62316,-82.5706,Entire home/apt,52,2,314,2023-12-17,4.92,3,0,20,
26721327,Townhouse in Arden · ★5.0 · 6 bedrooms · 9 beds · 4 baths,158764029,Brennen & Sheila,,28704,35.45604,-82.53771,Entire home/apt,666,2,46,2023-11-12,0.73,2,352,5,
26735499,Home in Asheville · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,10077483,Heidi,,28801,35.58272,-82.56216,Entire home/apt,380,2,223,2023-11-27,3.43,2,42,25,
26740506,Home in Candler · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,155388775,Crystal,,28715,35.56343,-82.64696,Private room,51,1,112,2022-10-23,1.79,1,75,0,
26753930,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,10372880,Jacqueline,,28803,35.56148,-82.50584,Entire home/apt,65,2,465,2023-12-10,7.08,1,75,39,
26829259,Guesthouse in Arden · ★4.78 · 1 bedroom · 1 bed · 1 bath,65408548,Karl,,28704,35.46964,-82.50085,Entire home/apt,93,1,304,2023-11-26,4.60,5,0,46,
26910515,Guest suite in Asheville · ★4.97 · 1 bedroom · 2 beds · 1 bath,202460634,Thomas,,28805,35.59812,-82.49447,Entire home/apt,75,2,356,2023-12-18,5.48,1,121,53,
26924271,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,189799819,Michael And Kerrie,,28803,35.55084,-82.46842,Entire home/apt,157,1,292,2023-12-12,4.56,5,337,62,
26925544,Home in Asheville · ★4.98 · 3 bedrooms · 6 beds · 2 baths,128354253,Katie And Matt,,28804,35.63065,-82.58821,Entire home/apt,227,2,149,2023-12-10,2.34,1,0,23,
26954553,Guesthouse in Asheville · ★4.97 · Studio · 1 bed · 1 bath,30973282,Donald,,28806,35.571,-82.57738,Entire home/apt,,1,338,2023-11-21,5.14,1,0,62,
27019129,Bungalow in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,282321,Jeramy,,28806,35.56907,-82.60742,Entire home/apt,65,30,8,2023-10-02,0.12,1,105,1,
27123967,Home in Asheville · ★4.97 · 3 bedrooms · 3 beds · 2 baths,203736164,Lindsay,,28805,35.59333,-82.46858,Entire home/apt,174,3,74,2023-11-05,1.13,3,1,3,
27132022,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,83781390,Kelle,,28806,35.60629,-82.60239,Entire home/apt,86,2,255,2023-12-16,4.37,1,1,36,
27156940,Home in Asheville · ★4.95 · 1 bedroom · 2 beds · 2 baths,10453340,Brett,,28801,35.59441,-82.54463,Entire home/apt,169,2,582,2023-12-12,8.93,2,0,94,
27225252,Guesthouse in Arden · ★4.92 · 1 bedroom · 2 beds · 1 bath,83635535,Ann,,28704,35.46125,-82.53746,Entire home/apt,,2,85,2023-10-25,1.31,1,0,8,
27250576,Bungalow in Asheville · ★4.91 · 2 bedrooms · 2 beds · 1 bath,186654491,Heather,,28806,35.57283,-82.59578,Entire home/apt,,1,179,2023-10-22,2.74,1,0,19,
27285680,Cottage in Asheville · ★4.96 · 6 bedrooms · 7 beds · 3 baths,63520946,Melissa And Steve,,28806,35.6278,-82.66712,Entire home/apt,393,2,100,2023-11-25,1.57,1,252,11,
27289254,Vacation home in Asheville · ★5.0 · 7 bedrooms · 12 beds · 4.5 baths,108739712,Jay,,28806,35.56834,-82.56667,Entire home/apt,488,2,83,2023-04-30,1.31,2,186,2,
27306911,Cabin in Asheville · ★4.81 · 1 bedroom · 2 beds · 1 bath,9339825,Jenna,,28806,35.60031,-82.64394,Entire home/apt,135,1,262,2023-12-09,4.09,2,17,49,
27335298,Rental unit in Asheville · ★4.90 · 2 bedrooms · 2 beds · 2 baths,205982545,Betsy,,28804,35.6177,-82.53313,Entire home/apt,200,3,106,2022-12-31,1.65,1,351,1,
27337463,Rental unit in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,36867090,Don,,28801,35.59769,-82.55574,Entire home/apt,160,2,325,2023-12-17,5.01,1,215,56,
27338328,Home in Asheville · 1 bedroom · 1 bed · 1 bath,21101188,DahVid,,28805,35.6212,-82.47401,Entire home/apt,98,3,0,,,1,173,0,
27340168,Home in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,1675743,V,,28801,35.5853,-82.54984,Private room,59,1,241,2023-12-08,3.68,2,27,57,
27461996,Guest suite in Asheville · ★4.93 · Studio · 1 bed · 1 bath,206942994,Tara,,28806,35.57961,-82.60825,Entire home/apt,87,2,301,2023-11-12,4.61,1,0,31,
27466554,Home in Asheville · ★4.90 · 2 bedrooms · 3 beds · 2 baths,56436566,Amanda,,28803,35.55134,-82.5092,Entire home/apt,119,1,308,2023-12-02,4.72,2,356,38,
27486807,Home in Asheville · ★4.92 · 3 bedrooms · 7 beds · 2.5 baths,207153062,Charles,,28803,35.487,-82.51529,Entire home/apt,255,2,92,2023-09-18,1.44,1,169,2,
27538204,Guest suite in Asheville · ★4.96 · 2 bedrooms · 2 beds · 1 bath,352405,Molly Rose,,28804,35.63899,-82.54122,Entire home/apt,,1,157,2023-08-09,2.41,4,0,34,
27566298,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,204005138,Tamara & Sergey,,28806,35.60272,-82.61213,Private room,44,1,489,2023-12-17,7.50,3,362,73,
27583238,Chalet in Asheville  · ★4.97 · 4 bedrooms · 7 beds · 4 baths,21675154,Tom,,28806,35.56782150268555,-82.5683364868164,Entire home/apt,725,3,102,2023-08-27,1.58,1,316,14,
27645716,Home in Asheville · ★4.67 · 1 bedroom · 1 bed · 1 private bath,208625969,Matt,,28806,35.59042,-82.58686,Private room,125,1,76,2022-10-24,1.20,1,365,0,
27689813,Home in Asheville · ★4.91 · 3 bedrooms · 3 beds · 2 baths,10057257,Angela,,28803,35.55062,-82.48043,Entire home/apt,243,3,172,2023-12-16,2.65,1,170,21,
27699328,Home in Asheville · ★4.75 · 3 bedrooms · 4 beds · 2 baths,85957338,Lynette,,28804,35.61209,-82.5409,Entire home/apt,170,30,12,2023-10-14,0.22,1,347,3,
27759123,Rental unit in Asheville · ★4.96 · 1 bedroom · 2 beds · 1 bath,167246897,Laura,,28806,35.57472,-82.60916,Entire home/apt,81,2,406,2023-12-03,6.28,1,149,58,
27853519,Home in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,204005138,Tamara & Sergey,,28806,35.60485,-82.61136,Private room,44,1,512,2023-11-25,7.91,3,360,65,
27906707,Rental unit in Asheville · ★4.90 · Studio · 2 beds · 1 bath,183106225,Devon,,28803,35.5491,-82.51234,Entire home/apt,90,2,120,2023-03-27,1.85,1,269,2,
27931927,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,62391763,Mick,,28803,35.56502,-82.51805,Entire home/apt,144,1,296,2023-11-26,4.59,1,178,40,
28001503,Home in Asheville · ★4.94 · 2 bedrooms · 3 beds · 1 bath,142497520,Kristina,,28806,35.57127,-82.64435,Entire home/apt,62,30,101,2023-11-01,1.57,1,77,2,
28042422,Rental unit in Asheville · ★4.93 · 2 bedrooms · 2 beds · 1 bath,23166224,Lindsay,,28801,35.60901,-82.55462,Entire home/apt,190,2,206,2023-11-12,3.22,2,0,6,
28133323,Guest suite in Asheville · ★4.88 · 1 bedroom · 3 beds · 1 bath,212442161,Anne,,28804,35.608898,-82.539764,Entire home/apt,134,2,84,2023-11-26,1.34,1,0,10,
28142713,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,1675743,V,,28801,35.58518,-82.55079,Private room,58,1,260,2023-11-25,4.03,2,88,45,
28149961,Home in Arden · ★4.82 · 4 bedrooms · 7 beds · 3 baths,151397468,Evolve,,28704,35.47528,-82.50237,Entire home/apt,269,2,109,2023-10-01,1.72,13,316,10,
28156491,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,2588066,Dan,,28801,35.58002,-82.54968,Private room,68,2,53,2021-06-27,0.83,1,0,0,
28216632,Guest suite in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 bath,213123388,Leigh,,28803,35.55179,-82.50749,Entire home/apt,89,2,98,2023-11-12,1.54,1,28,8,
28216747,Rental unit in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,125822378,John,,28806,35.57605,-82.57435,Entire home/apt,68,1,315,2023-12-10,4.94,1,127,42,
28245965,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,2307713,Krista,,28801,35.59567,-82.55391,Entire home/apt,385,5,17,2022-08-06,0.27,3,0,0,
28286510,Tiny home in Asheville · ★4.74 · 1 bed · 1 bath,200915871,Chris,,28804,35.65297,-82.52783,Entire home/apt,62,1,204,2023-12-01,3.19,3,0,19,
28335156,Home in Asheville · ★4.96 · 2 bedrooms · 2 beds · 2 baths,205522452,Black Bear,,28801,35.59896,-82.56041,Entire home/apt,136,28,23,2023-11-27,0.37,4,125,3,
28426037,Cottage in Asheville · ★4.95 · 2 bedrooms · 3 beds · 1 bath,94069776,Luis & Isabel,,28804,35.6482,-82.58268,Entire home/apt,122,1,219,2023-11-19,3.78,2,260,36,
28438011,Home in Asheville · ★4.85 · 2 bedrooms · 2 beds · 1 bath,72193612,Rob,,28801,35.59482,-82.54106,Entire home/apt,233,2,197,2023-11-05,3.10,2,86,23,
28466957,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,192774336,Nick,,28806,35.5012,-82.60534,Entire home/apt,57,2,335,2023-12-07,5.26,1,152,41,
